smiles,d,FEPA,FEHA,b_idx,n_idx
B(c1ccc(F)cc1)(c1ccc(F)cc1)c1c(c8cc(C(F)(F)F)cc(C(F)(F)F)c8)ccc(c14)c(c23)cccc2cccc3c(c45)ccc(c7ccc(N(C)C)cc7)c5N(c4ccc([N+](=O)([O-]))cc4)(c4ccc([N+](=O)([O-]))cc4),3.244280934,-178.7319161,-101.6019602,0,60
B(CCC)(CCC)C2N=C(c8ccc(C(F)(F)F)cc8)C(C12)=C(c8ccc(C(F)(F)F)cc8)CN1,2.448079129,-218.3244826,-93.8898807,0,8
B(CC)(CC)C(C)Cc1ccc2ccccc2c1c3c4ccccc4ccc3CC(CCCC)N1(C(C(=O)[OH])CCCC1),7.102082633,-217.211605,-68.29241711,0,34
B(c1c(F)cc(Cl)cc1(F))(c1c(F)cc(Cl)cc1(F))C1C(OC)NCC(N)N1,2.558612853,-215.2147475,-107.2541257,0,27
B(c1ccc(N(C)C)cc1)(c1ccc(N(C)C)cc1)C1(c8cc(C(F)(F)F)cc(C(F)(F)F)c8)CCCC(C12)CCCC2(Br)N1(CCCN2CCCNC12),3.223180073,-205.4967603,-79.18632743,0,44
B(c1c(Br)cccc1(Br))(c1c(Br)cccc1(Br))N1C(C(F)(F)F)CC(NC)N1(c4c(C)cccc4(C)),2.554056219,-202.4145809,-79.43252037,0,27
B(c1c(Cl)c(Cl)cc(Cl)c1(Cl))(c1c(Cl)c(Cl)cc(Cl)c1(Cl))c1c([O][H])cc(Br)N1(C=C(C(=O)([N+](=O)([O-])))),2.612352905,-152.3119369,-120.6995465,0,27
B(C)(C)N2C(C(C)(C)C)CCP(CCC1(c8ccccc8))C2N1,2.706913006,-214.64619,-46.52520829,0,22
B(c1ccc(Br)cc1)(c1ccc(Br)cc1)c1nc(OC)sn1,2.558741728,-201.4142583,-104.0043428,0,21
B(C(c1c(F)c(F)c(F)c(F)c1(F))(c1c(F)c(F)c(F)c(F)c1(F))c1c(F)c(F)c(F)c(F)c1(F))(C(c1c(F)c(F)c(F)c(F)c1(F))(c1c(F)c(F)c(F)c(F)c1(F))c1c(F)c(F)c(F)c(F)c1(F))N1c(c8ccc(C(F)(F)F)cc8)c(Cl)nn1,2.401497574,-175.2304895,-137.7362484,0,84
B(C#C(c1ccccc1))(C#C(c1ccccc1))c1c(CCC)n(N)nn1,2.594330079,-226.7112545,-79.69948326,0,25
B(c1c(C)cccc1(C))(c1c(C)cccc1(C))c1c(c6c(OC)cccc6(OC))cccc1C=C(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)N1(CCNCC1),5.07976909,-195.0543417,-75.96832688,0,48
B(c1cc(Cl)cc(Cl)c1)(c1cc(Cl)cc(Cl)c1)c4c(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)ccc(c34)ccc(c23)ccc(c12)ccc(CCC)n1,3.307432887,-219.2893291,-99.67559022,0,50
B(c1c(F)c(F)c(Cl)c(F)c1(F))(c1c(F)c(F)c(Cl)c(F)c1(F))C(C(C)(C)C)(C)N(c4ccccc4)(c4ccccc4),2.869132374,-199.8501834,-103.1696746,0,29
B(c1c(Cl)cc(F)cc1(Cl))(c1c(Cl)cc(F)cc1(Cl))c1c(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)nnN1(c3ccc(N(C)C)cc3),2.665390084,-150.7360232,-118.5865442,0,36
B(c1ccccc1)(c1ccccc1)C1C(c8ccccc8)NCC(C(=O)OCC)N1(c4c(C)c(C)c(C)c(C)c4(C)),2.835929488,-217.7359462,-84.08997121,0,29
B(c1cc(F)cc(Cl)c1)(c1cc(F)cc(Cl)c1)c1c(CC(C)CC)ccc(c12)Sc(c23)ccc(c8c(C)cc(C)cc8(C))c3N(C(C)C)(C(C)C),3.285472211,-213.1641277,-91.93371016,0,44
B(c1c(Cl)cccc1)(c1c(Cl)cccc1)c1snc(CC)n1,2.628025957,-208.7050027,-101.5912382,0,21
B(c1c(F)ccc(F)c1(F))(c1c(F)ccc(F)c1(F))c1c(c8ccc(C)cc8)ccc(c12)Oc(c23)ccc(c8ccccc8)c3N(c5c(F)cccc5)(c5c(F)cccc5),3.291706545,-198.6429194,-88.18565298,0,45
B(c1c(OC)cccc1(OC))(c1c(OC)cccc1(OC))C1C(c8ccccc8)N=NN1,2.652279046,-208.0292308,-75.09460409,0,31
B(c1cc(F)cc(Cl)c1)(c1cc(F)cc(Cl)c1)c1c(Br)Oc(CCCC)n1,2.602595372,-197.6233694,-109.0524201,0,26
B(c1c(Cl)c(F)c(Cl)c(F)c1(Cl))(c1c(Cl)c(F)c(Cl)c(F)c1(Cl))C1C(Br)N=NN1(c3ccc(C)cc3),2.521375529,-169.0087447,-134.3479887,0,28
B(c1c(Cl)cc(F)cc1(Cl))(c1c(Cl)cc(F)cc1(Cl))c1c(c8c(C)cc(C)cc8(C))ccc(c7ccc(N(C)C)cc7)n1,2.564824887,-233.2487657,-102.8041074,0,42
B(c1c(F)c(F)c(Cl)c(F)c1(F))(c1c(F)c(F)c(Cl)c(F)c1(F))C(c1c(c8ccc(C)cc8)cccc1)=C(c1ccccc1(C(F)(F)F))N(CCC)(CCC),4.00729947,-191.8422227,-103.3881691,0,48
B(C(c1c(F)c(F)c(F)c(F)c1(F))=Cc1ccccc1)(C(c1c(F)c(F)c(F)c(F)c1(F))=Cc1ccccc1)N1C(S(=[O])(=[O])[O]CC)CCC(c8ccc(C(F)(F)F)cc8)N1(c6ccc(Br)cc6),2.503509794,-184.5428678,-105.2867888,0,60
B(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)c1c(Cl)c2cccc(c8ccc(C(F)(F)F)cc8)c2N1(c4ccc([N+](=O)([O-]))cc4),2.828928539,-151.3119579,-165.9177165,0,46
B(C=C(C(=O)([N+](=O)([O-]))))(C=C(C(=O)([N+](=O)([O-]))))C1(C(C)(C)C)CCCC1(CC(C)(C)C)N1(C(C(=O)[OH])C1),4.088532534,-196.5477301,-119.9222729,0,29
B1(cc(c2ccccc2)ccc(c3ccccc3)c1)C(c8cc(C(F)(F)F)cc(C(F)(F)F)c8)C1CCc2cccc(OC)c2N1,3.464504575,-209.134657,-95.43781645,0,45
B(C#C(c1ccccc1))(C#C(c1ccccc1))c2c(CC(C)CC)ccc(c23)ccc(c13)ccc(c7ccc(N(C)C)cc7)c1n1(C(C)(C)CCc2ccccc12),3.097427071,-219.2337154,-75.20348036,0,45
B(c1c(F)c(Cl)c(F)c(Cl)c1(F))(c1c(F)c(Cl)c(F)c(Cl)c1(F))c2c(C(C)C)ccc(c23)ccccc(c13)ccc(c8ccccc8)c1N1(CC1),3.098197645,-206.7089838,-110.8243865,0,48
B(c1c(Cl)cccc1)(c1c(Cl)cccc1)c1c([Si](C)(C)C)ccc(c12)Nc(c23)ccc(c8c(F)cc(F)cc8(F))c3N(C(C)CC)(C(C)CC),3.512110055,-215.5220382,-84.94900473,0,41
B(c1c(N(C)C)cccc1(N(C)C))(c1c(N(C)C)cccc1(N(C)C))c2c(c8ccc([N+](=O)([O-]))cc8)cccc2c1cccc(CC(C)(C)C)n1,2.851855135,-219.9920806,-75.30105701,0,10
B(c1c(Br)cc(Br)cc1(Br))(c1c(Br)cc(Br)cc1(Br))c1c(CCCC)Nc(N)n1,2.581965989,-218.7589335,-101.3476898,0,28
B(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)c3c1c(C(C)(C)C)cccc1ccc2cccc([O][H])c2c3N(c5ccc(F)cc5)(c5ccc(F)cc5),3.855142914,-183.9214449,-143.1353898,0,48
B(C=C)(C=C)C1C(Cl)NCC(C(C)C)N1,2.464533179,-211.0743215,-78.14850114,0,14
B(c1c(C(F)(F)F)cc(C(F)(F)F)cc1(C(F)(F)F))(c1c(C(F)(F)F)cc(C(F)(F)F)cc1(C(F)(F)F))c1c(N)ccc(c12)Cc(c23)ccc(c8cc(C(F)(F)F)cc(C(F)(F)F)c8)c3N(c3ccc(N(C)C)cc3)(c3ccc(N(C)C)cc3),2.839599327,-198.5223695,-107.1708234,0,39
B(c1c(Cl)cc(Cl)cc1(Cl))(c1c(Cl)cc(Cl)cc1(Cl))C2N=C(c8ccccc8)C(C12)=C(CCCC)CN1,2.620272904,-229.2968542,-103.6723346,0,20
B(c1c(F)c(F)c(C(F)(F)F)c(F)c1(F))(c1c(F)c(F)c(C(F)(F)F)c(F)c1(F))n1c(C)cc(=O)c(c7ccc(N(C)C)cc7)n1,2.470967887,-199.3300364,-135.9670116,0,45
B1(N(c2ccccc2)C(C)=C(C)N1(c3ccccc3))c1c(C(C)C)nnN1(C=C(C(=O)([N+](=O)([O-])))),2.606813733,-175.2001483,-91.15615254,0,26
B(c1c(OC)cccc1)(c1c(OC)cccc1)C1C(c8c(C)cc(C)cc8(C))CCC2CCCC(c8ccc(C)cc8)N12,2.648848691,-229.7584991,-68.47782287,0,42
B1(Sc2ccccc2S1)c1nc(c8ccccc8)sn1,2.581340034,-208.4872594,-95.28212572,0,19
B(C=CC(C)C)(C=CC(C)C)c1c(C)c2cccc(CC(C)CC)c2N1(CCCCC),2.611700729,-203.1737307,-70.96983488,0,25
B1(cccccc1)c1c(CCCC)ccc(Br)n1,2.490057023,-217.5085432,-74.65279291,0,17
B(c1c(Cl)c(F)c(Cl)c(F)c1(Cl))(c1c(Cl)c(F)c(Cl)c(F)c1(Cl))C1C(c8ccc(C(F)(F)F)cc8)N=NN1(CCCC),2.699408439,-184.4222594,-127.7576369,0,37
B(c1c(Cl)c(Cl)ccc1(Cl))(c1c(Cl)c(Cl)ccc1(Cl))c3c1c(CC(C)(C)C)cccc1ccc2cccc(S(=[O])(=[O])[O]CC)c2c3N1(C(C)(C)CCCC1(C)(C)),3.200982758,-211.1098844,-84.99839626,0,46
B(c1c(Cl)cccc1)(c1c(Cl)cccc1)c2c(c6c(OC)cccc6(OC))ccc(c23)ccccc(c13)ccc(CCC)c1N1(CC1),3.221821043,-214.6179849,-77.16015105,0,44
B(C=C(C(=O)C(F)(F)F))(C=C(C(=O)C(F)(F)F))C(c1c(CC(C)CC)cccc1)=C(c1ccccc1(C(C)(C)C))N1(CCCN2CCCCCC12),3.956274321,-214.2146426,-94.63340162,0,40
B(C(c1c(F)c(F)c(F)c(F)c1(F))=Cc1ccccc1)(C(c1c(F)c(F)c(F)c(F)c1(F))=Cc1ccccc1)c1onc(F)n1,2.624361389,-183.9238462,-126.3366891,0,44
B(c1ccccc1)(c1ccccc1)c1snc([O][H])n1,2.58049012,-202.6540674,-95.19219052,0,18
B(C=C(C(=O)([N+](=O)([O-]))))(C=C(C(=O)([N+](=O)([O-]))))C(C)c1ccc(C(F)(F)F)N1(c3c(N(C)C)cccc3),3.761062967,-157.2928107,-129.3226826,0,25
B(CCc1ccccc1)(CCc1ccccc1)N2C(C(=O)OCC)CCN(CCC1(c8ccc([N+](=O)([O-]))cc8))C2C1N(Cl)(Cl),3.325047842,-181.4031275,-73.79195154,0,41
B(c1ccc(Br)cc1)(c1ccc(Br)cc1)C1(c8ccc(C(F)(F)F)cc8)C(C2)CCC2C1(c8ccccc8)N1(CCCN2CCCCCC12),4.087770538,-211.6577387,-99.12024483,0,38
B(C(c1c(F)c(F)c(F)c(F)c1(F))(c1c(F)c(F)c(F)c(F)c1(F))c1c(F)c(F)c(F)c(F)c1(F))(C(c1c(F)c(F)c(F)c(F)c1(F))(c1c(F)c(F)c(F)c(F)c1(F))c1c(F)c(F)c(F)c(F)c1(F))C(=C([H]))C(=C(OC))N(c3ccc(C)cc3)(c3ccc(C)cc3),4.074142327,-197.6610796,-173.7552591,0,75
B(C=C(C(=O)([N+](=O)([O-]))))(C=C(C(=O)([N+](=O)([O-]))))C(=C(NC)C([Si](C)(C)C))N(c4ccc(c2ccc(s2)c3ccccc3)cc4)(c4ccc(c2ccc(s2)c3ccccc3)cc4),2.521711611,-197.3542787,-106.0214291,0,24
B(Cl)(Cl)N1C(S(=[O])(=[O])[O]CC)CCC(c8c(C)cc(C)cc8(C))N1(c4cc([N+](=O)([O-]))ccc4),2.641897595,-193.1979717,-109.6197923,0,23
B(C=C(C(=O)([N+](=O)([O-]))))(C=C(C(=O)([N+](=O)([O-]))))N2C(c8cc(C(F)(F)F)cc(C(F)(F)F)c8)CN(CCC1(F))C2=N1,2.979743687,-196.7355396,-128.9353371,0,38
B(c1c(N(C)C)cccc1(N(C)C))(c1c(N(C)C)cccc1(N(C)C))c1c(N)ccc(c12)Sc(c23)ccc([O][H])c3n1(c2ncccc2cc1),2.828151122,-230.7527825,-58.2409505,0,27
B(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)c2c(OC)ccc(c23)ccc(c13)ccc([O][H])c1N(c6ccc(Br)cc6)(c6ccc(Br)cc6),3.984125336,-186.9453645,-141.4010313,0,44
B1(cc(c2ccccc2)ccc(c3ccccc3)c1)c1c([O][H])ccc(c12)Cc(c23)ccc(C(C)C)c3N1(CCCCCC1),3.684724747,-220.2346243,-63.60674135,0,36
B(c1c(F)c(F)c(F)c(F)c1(F))(c1c(F)c(F)c(F)c(F)c1(F))N2C([H])CCC(CCC1(C(C)(C)C))C2=N1,2.917560409,-212.0670981,-106.295395,0,36
B(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C1C(CCC)NCC(C)N1,2.570509076,-188.9676138,-148.8434254,0,36
B1(N(c6c(F)c(F)c(F)c(F)c6(F))C(C)=C(C)N1(c5c(F)c(F)c(F)c(F)c5(F)))C(S(=[O])(=[O])[O]CC)CC(OC)N1(CCCCCCC1),5.149753701,-214.1951923,-99.57838506,0,40
B(C(C)(C)C)(C(C)(C)C)N2C(C)CCN(CCC1([Si](C)(C)C))C2C1N(C=CC(C)(C)C)(C=CC(C)(C)C),3.895186634,-223.6886081,-73.66879463,0,14
B1(C2CCC1CCC2)N2C([Si](C)(C)C)CN(CCC1(c7ccc(N(C)C)cc7))C2=N1,2.927976702,-243.0551548,-60.26757528,0,29
B(CCC)(CCC)N([Si](C)(C)C)N(CCC)N(CC(C)(C)(C))(CC(C)(C)(C)),2.75271005,-215.4292275,-57.74712354,0,12
B(C(c1c(F)c(F)c(F)c(F)c1(F))=Cc1ccccc1)(C(c1c(F)c(F)c(F)c(F)c1(F))=Cc1ccccc1)N2C(N)CCP(CCC1(CCC))C2=N1,2.873408838,-229.5573012,-107.5981486,0,52
B(c1c(Cl)cc(Cl)cc1(Cl))(c1c(Cl)cc(Cl)cc1(Cl))N2C(C(F)(F)F)CN(CC1(c8c(C)cc(C)cc8(C)))C2=N1,3.240165124,-222.0860941,-99.48769411,0,39
B1(ccocc1)c1c(c8c(F)cc(F)cc8(F))Oc(F)n1,2.62491517,-197.6596173,-73.34585043,0,20
B(C(C)(C)C)(C(C)(C)C)c1c(c8c(F)cc(F)cc8(F))cccc1CC(Cl)N1(CCCCC1),4.749161479,-201.3796005,-76.52144836,0,27
B(C#C(c1ccccc1))(C#C(c1ccccc1))n1c([H])cc(=O)c(CC(C)CC)n1,2.481208274,-210.0766121,-95.85562175,0,28
B(c1c(Cl)cccc1)(c1c(Cl)cccc1)C1N2C(c8ccccc8)COC2=C(C(F)(F)F)N1(C(C)C),2.580305697,-195.4894558,-100.0324988,0,16
B(c1cc(F)ccc1)(c1cc(F)ccc1)N2C(N)CCP(CCC1(NC))C2=N1,2.822144351,-220.2080732,-83.68283684,0,27
B(CC(c1c(F)c(F)c(F)c(F)c1(F)))(CC(c1c(F)c(F)c(F)c(F)c1(F)))C([H])C1CCCC(c8ccccc8)N1(c3cc(N(C)C)ccc3),4.031228144,-223.1075959,-91.7723655,0,39
B(CCc1ccccc1)(CCc1ccccc1)N2C(c8ccc(C(F)(F)F)cc8)CCN(CCC1(Cl))C2C1N1(CSCC1),4.11131472,-199.1802538,-71.05242821,0,31
B1(OCCCO1)C1C([H])Cc2cccc(CCCC)c2N1(c4ccc(c2ccc(C(=O)[OH])cc2)cc4),2.477293721,-213.9951838,-65.31922443,0,19
B(C=C(C(=O)))(C=C(C(=O)))N1C(c7ccc(N(C)C)cc7)CCC(CCCC)N1(c3ccc(N(C)C)cc3),2.496061942,-211.2695767,-73.64966394,0,27
B(C=C(c1ccccc1))(C=C(c1ccccc1))n1c(C(C)(C)C)cc(=O)c(S(=[O])(=[O])[O]CC)n1,2.353808236,-204.666809,-101.1133615,0,33
B(C=C(C(=O)))(C=C(C(=O)))C(=C(c8ccc([N+](=O)([O-]))cc8))C(=C(C(C)C))N(c5cc(F)ccc5)(c5cc(F)ccc5),3.081761921,-177.579437,-116.8341254,0,25
B(c1c(Br)c(Br)cc(Br)c1(Br))(c1c(Br)c(Br)cc(Br)c1(Br))C1C([O][H])CC(C(=O)OCC)N1(C(C)CC),2.590822366,-206.4803944,-125.7455835,0,31
B(c1c(Cl)c(Cl)cc(Cl)c1(Cl))(c1c(Cl)c(Cl)cc(Cl)c1(Cl))c1c(N)ccc(c12)C(=O)c(c23)ccc(C(C)C)c3N(C(C)C)(C(C)C),2.790966232,-196.4192017,-100.8260381,0,23
B1(N(c6c(F)c(F)c(F)c(F)c6(F))C(C)=C(C)N1(c5c(F)c(F)c(F)c(F)c5(F)))C(CC(C)(C)C)(c8c(C)cc(C)cc8(C))N1(C(C(=O)[OH])CC1),2.551203898,-214.5376434,-82.44122463,0,44
B(c1c(F)cccc1)(c1c(F)cccc1)c1c2c(Cl)cccc2c(CCCC)N1(CC(C)(C)(C)),2.69047469,-181.533269,-80.92119809,0,28
B(c1c(Cl)cc(F)cc1(Cl))(c1c(Cl)cc(F)cc1(Cl))c1c(CC(C)CC)nnN1(c4ccc(c2ccccc2)cc4),2.61987535,-161.9161215,-106.6647248,0,28
B1(N(c2ccccc2)C(C)=C(C)N1(c3ccccc3))N1C(c8ccccc8)CC(NC)N1,2.533094045,-212.2934996,-59.45881712,0,31
B(c1cc(Br)cc(Br)c1)(c1cc(Br)cc(Br)c1)c1c(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)cccc1C(C(C)(C)C)N1(CCCN2CCCCCC12),4.25458349,-205.9043527,-107.4070311,0,45
B(CC)(CC)c1c([H])c(=O)cc(C)N1,2.536418508,-168.6268357,-87.30505655,0,12
B(c1c(Br)c(Br)cc(Br)c1(Br))(c1c(Br)c(Br)cc(Br)c1(Br))c1c(c8ccccc8)nnN1(c5cc(F)ccc5),2.630091238,-150.0261332,-125.7483178,0,31
B(C=C)(C=C)Cc1c(F)ccc(c8cc(C(F)(F)F)cc(C(F)(F)F)c8)n1,3.048842721,-203.446585,-87.45282995,0,26
B(c1c(F)c(Cl)c(F)c(Cl)c1(F))(c1c(F)c(Cl)c(F)c(Cl)c1(F))C(=C(CC(C)(C)C))C(c8c(C)cc(C)cc8(C))n1(c2ccccc2cc1),3.769150968,-191.087101,-111.7417498,0,40
B(c1ccccc1)(c1ccccc1)Cc1c(C(F)(F)F)ccc(C)n1,3.114062345,-214.8488326,-90.60631122,0,24
B(C=C(C(=O)OC))(C=C(C(=O)OC))c1c2c([O][H])cncc2c(C(C)C)N1(C1C(C2)CCC2C1),2.63763222,-175.9820752,-90.79097904,0,25
B(c1c(F)c(F)c(C(F)(F)F)c(F)c1(F))(c1c(F)c(F)c(C(F)(F)F)c(F)c1(F))Oc1c(c7ccc(N(C)C)cc7)ccc(S(=[O])(=[O])[O]CC)n1,2.986763871,-198.0480276,-124.4761628,0,50
B(c1c(F)cccc1)(c1c(F)cccc1)c1nc(C(C)C)on1,2.603795332,-197.1978551,-93.73022007,0,22
B(c1c(F)c(F)c(C(F)(F)F)c(F)c1(F))(c1c(F)c(F)c(C(F)(F)F)c(F)c1(F))c1c(OC)cccc1N=C(C)n1(cccc1),3.024395244,-196.2188632,-120.5399759,0,37
B(C(c1c(F)c(F)c(F)c(F)c1(F))=Cc1ccccc1)(C(c1c(F)c(F)c(F)c(F)c1(F))=Cc1ccccc1)c1c(NC)cccc1c2cccc(c8c(F)cc(F)cc8(F))c2N(CC(C)(C)(C))(CC(C)(C)(C)),2.761187645,-200.8578701,-104.8281798,0,41
B(c1c(F)c(Cl)c(F)c(Cl)c1(F))(c1c(F)c(Cl)c(F)c(Cl)c1(F))N1c(c8ccc(C(F)(F)F)cc8)cc(C)n1,2.494292585,-202.5055322,-121.2665201,0,38
B(c1c(F)c(F)c(Cl)c(F)c1(F))(c1c(F)c(F)c(Cl)c(F)c1(F))C1([O][H])CCCC(C12)CCCC2(C(C)(C)C)N(C=C)(C=C),3.87555978,-205.1177925,-110.7174042,0,38
B(c1c(OC)cccc1)(c1c(OC)cccc1)Cc1c([H])ccc(c7ccc(N(C)C)cc7)n1,3.211035998,-239.6718065,-77.8375175,0,32
B(c1ccc(C)o1)(c1ccc(C)o1)C2C(c8ccc(C)cc8)CCN(CCC1(c8cc(C(F)(F)F)cc(C(F)(F)F)c8))C2=N1,3.077443065,-235.1619292,-85.70709697,0,43
B(F)(F)C1C([Si](C)(C)C)CC(Cl)N1,2.537441637,-194.5099902,-92.41556592,0,12
B(C=C(C(=O)CC))(C=C(C(=O)CC))c1c(C(=O)OCC)Nc([O][H])n1,2.611275093,-205.7503892,-95.2512427,0,23
B(c1ccc(C)o1)(c1ccc(C)o1)c1nc(NC)sn1,2.570162207,-225.7170791,-77.64955129,0,19
B(C(c1c(F)c(F)c(F)c(F)c1(F))=Cc1ccccc1)(C(c1c(F)c(F)c(F)c(F)c1(F))=Cc1ccccc1)C1C(CCC)CCC(NC)C1N(c3ccc(N(C)C)cc3)(c3ccc(N(C)C)cc3),3.022101077,-220.0982737,-99.61826171,0,50
B(C=C(C(=O)))(C=C(C(=O)))C(c7ccc(N(C)C)cc7)C([O][H])N(C)(C),3.986619752,-208.6694073,-105.8243739,0,21
B(c1c(C)cccc1(C))(c1c(C)cccc1(C))C([O][H])C1CCc2cccc(c8ccc([N+](=O)([O-]))cc8)c2N1(C2=CC(C3)CCC23),3.97991462,-212.2418053,-88.55139222,0,37
B(c1cc(Cl)cc(Cl)c1)(c1cc(Cl)cc(Cl)c1)C1C(c6c(OC)cccc6(OC))N=NN1(CC(C)(C)(C)),2.581363401,-194.3440677,-105.8446134,0,31
B(c1c(F)c(F)c(F)c(F)c1(F))(c1c(F)c(F)c(F)c(F)c1(F))c3c1c(c8ccccc8)cccc1ccc2cccc(C(F)(F)F)c2c3N(c5cc(F)ccc5)(c5cc(F)ccc5),4.015149429,-182.5599177,-120.7835719,0,49
B1(cc1)C1C(OC)CCC2CC(F)N12,2.639356744,-205.9605971,-59.67326205,0,13
B(c1ccccc1)(c1ccccc1)N2C(c8cc(C(F)(F)F)cc(C(F)(F)F)c8)CCN(CCC1(C(F)(F)F))C2=N1,2.75717714,-222.2266574,-85.53705242,0,40
B1(Oc2ccccc2O1)C(CCC)CC(c8ccccc8)N(F)(F),4.61396706,-166.1608424,-71.95345495,0,21
B(c1ccc(C)s1)(c1ccc(C)s1)C1C(c8ccc(C)cc8)CCC([O][H])C1N(C9CCCC9)(C9CCCC9),2.932940923,-226.6745441,-71.31560227,0,27
B1(Sc2ccccc2S1)c1onc([O][H])n1,2.615557503,-191.7744593,-104.2149635,0,14
B(C=C(C(=O)OC))(C=C(C(=O)OC))C(Cl)=CC(c8ccccc8)N(c4ccc(c2ccccc2)cc4)(c4ccc(c2ccccc2)cc4),4.611907912,-208.9569051,-105.7581539,0,23
B(c1cc(Cl)ccc1)(c1cc(Cl)ccc1)c3c(OC)ccc(c23)ccc(c12)cc(c6c(OC)cccc6(OC))N1(c7cc2ccccc2cc7),3.067891083,-203.6275103,-81.54711026,0,39
B(c1c(Cl)c(Cl)ccc1(Cl))(c1c(Cl)c(Cl)ccc1(Cl))C1(c7ccc(N(C)C)cc7)C(C2)CCC2C1(CCCC)N1(CC1),2.911367565,-222.7764848,-94.35857917,0,39
B(C#C(c1ccccc1))(C#C(c1ccccc1))C(CCC)Cc1ccc(C)N1(c6ccc(Br)cc6),4.610693534,-183.9517769,-83.96308705,0,27
B(C(c1c(F)c(F)c(F)c(F)c1(F))=Cc1ccccc1)(C(c1c(F)c(F)c(F)c(F)c1(F))=Cc1ccccc1)Oc1c(OC)ccc(c8cc(C(F)(F)F)cc(C(F)(F)F)c8)n1,3.0147422,-203.2029119,-108.149636,0,61
B(C)(C)N2C(C)CCP(CCC1(c8ccc(C(F)(F)F)cc8))C2N1(C9CCCCC9),2.936848934,-213.586817,-62.07439569,0,23
B(CCc1ccccc1)(CCc1ccccc1)N1C(C(C)(C)C)CCC(C)N1(C=CC(C)C),2.435417133,-203.5341259,-59.57939876,0,27
B(C1CCCCC1)(C1CCCCC1)C1C(c8c(F)cc(F)cc8(F))CCC2CCCC(c8ccc([N+](=O)([O-]))cc8)N12,2.707032584,-215.2583538,-84.11407874,0,40
B1(OccO1)c1c(F)cccc1N=C(CCC)N(C(C)(C)C)(C(C)(C)C),2.932098203,-224.0239009,-56.14116952,0,12
B(C(C)(C)C)(C(C)(C)C)c1c(CC(C)CC)ccc(c12)Cc(c23)ccc(c8ccc(C(F)(F)F)cc8)c3N1(CCCCCC1),3.771000406,-210.0392054,-70.5879055,0,37
B(c1c(F)c(F)c(C(F)(F)F)c(F)c1(F))(c1c(F)c(F)c(C(F)(F)F)c(F)c1(F))c3c1c(F)cccc1ccc2cccc(CC)c2c3N(c7cc2ccccc2cc7)(c7cc2ccccc2cc7),3.307333755,-180.5638701,-113.8978145,0,48
B(c1c(Cl)cc(Cl)cc1(Cl))(c1c(Cl)cc(Cl)cc1(Cl))n1c(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)cc(=O)c(c8c(C)cc(C)cc8(C))n1,2.369712474,-194.7149256,-121.1353886,0,47
B(c1c(F)c(Cl)c(F)c(Cl)c1(F))(c1c(F)c(Cl)c(F)c(Cl)c1(F))N2C([H])CN(CCC1([H]))C2=N1,3.017629351,-218.9396412,-98.18733844,0,31
B(c1ccc(C)cc1)(c1ccc(C)cc1)C1C(CCCC)NCC(CC(C)(C)C)N1(c4c(C)c(C)c(C)c(C)c4(C)),2.611355014,-228.6827145,-78.18197422,0,29
B(CCc1ccccc1)(CCc1ccccc1)N2C(c8c(F)cc(F)cc8(F))CN(CCC1(S(=[O])(=[O])[O]CC))C2=N1,3.041050508,-227.0674501,-74.5764381,0,40
B(C=CCCCC)(C=CCCCC)C1C(c7ccc(N(C)C)cc7)N=NN1,2.549660181,-203.0368894,-75.08015538,0,26
B(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)c1c([Si](C)(C)C)ccc(CCCC)c1N(c5c(F)cccc5)(c5c(F)cccc5),3.052698092,-192.9105182,-133.1771498,0,29
B(c1cc(Cl)ccc1)(c1cc(Cl)ccc1)C1C(c7ccc(N(C)C)cc7)N=NN1(CCN(C)C),2.583663055,-205.4801741,-96.03113975,0,28
B(c1c(Cl)cccc1(Cl))(c1c(Cl)cccc1(Cl))N2C(N)CCC(CCC1([O][H]))C2=N1,2.85672575,-229.6819043,-84.11438163,0,28
B(c1ccc(OC)cc1)(c1ccc(OC)cc1)N1C(N)CCC(CC)N1(C=CCCCC),2.457636314,-210.2124845,-59.37078285,0,25
B1(Oc2ccccc2O1)C([O][H])CC([Si](C)(C)C)N1(C2CCC1(CC2)),4.307637229,-236.1227292,-75.17558784,0,17
B(C=C(C(=O)))(C=C(C(=O)))N1c(C(F)(F)F)cc(N)n1,2.517398532,-194.2336612,-112.5343673,0,18
B(c1cc(F)cc(F)c1)(c1cc(F)cc(F)c1)c1c(C(=O)OCC)cc2cccc([O][H])N12,2.639877715,-153.1217832,-97.56614032,0,31
