smiles,d,FEPA,FEHA,b_idx,n_idx
B(C=C(C(=O)))(C=C(C(=O)))N1c(CC(C)CC)c(c7ccc(N(C)C)cc7)nn1,2.481553918,-211.8674166,-111.0386018,0,27
B(c1c(F)c(F)c(C(F)(F)F)c(F)c1(F))(c1c(F)c(F)c(C(F)(F)F)c(F)c1(F))Cc1c(OC)ccc(Cl)n1,3.353440137,-198.2394815,-138.2954493,0,38
B(c1c(Br)c(Br)cc(Br)c1(Br))(c1c(Br)c(Br)cc(Br)c1(Br))C(=C(c6c(OC)cccc6(OC)))C(=C(CC(C)CC))N([Si](C)(C)C)([Si](C)(C)C),3.461672279,-223.0493781,-106.5274178,0,40
B(c1c(C)cc(C)cc1(C))(c1c(C)cc(C)cc1(C))c1c(N)Sc(F)n1,2.581896359,-209.6610154,-78.07017609,0,25
B(c1c(F)c(F)c(Cl)c(F)c1(F))(c1c(F)c(F)c(Cl)c(F)c1(F))/N=N\N(CC(C)(C)(C))(CC(C)(C)(C)),2.36005709,-189.3514048,-79.51811418,0,24
B(c1c(Br)cccc1(Br))(c1c(Br)cccc1(Br))N1C([H])COC(c8c(C)cc(C)cc8(C))N1,2.547406079,-201.7999315,-82.48685133,0,31
B(C=C)(C=C)N2C(C(F)(F)F)CCP(CCC1(C(F)(F)F))C2=N1,2.80471057,-213.0109123,-84.63885323,0,22
B1(N(c2ccccc2)C(C)=C(C)N1(c3ccccc3))c1c(c8ccc([N+](=O)([O-]))cc8)Nc(c7ccc(N(C)C)cc7)n1,2.600746035,-236.5134847,-65.62035172,0,41
B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1(Cl))(c1c(Cl)c(Cl)c(Cl)c(Cl)c1(Cl))Cc1c(c6c(OC)cccc6(OC))ccc(c8c(C)cc(C)cc8(C))n1,3.064066882,-226.3608939,-110.7972992,0,48
B1(OccO1)c1c2c(c8ccc([N+](=O)([O-]))cc8)cncc2c(c8cc(C(F)(F)F)cc(C(F)(F)F)c8)N1(c4ccc([N+](=O)([O-]))cc4),2.575003165,-146.8547508,-95.60841313,0,36
B(C=C(C(=O)([N+](=O)([O-]))))(C=C(C(=O)([N+](=O)([O-]))))N1c(C)nc(NC)n1,2.57724713,-199.6569604,-122.5277633,0,22
B(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C1C(C(C)C)CCCC1C([H])N1(C(C(=O)[OH])Cc2ccccc21),4.801679658,-197.422508,-132.8938588,0,25
B(c1ccc(Br)cc1)(c1ccc(Br)cc1)C1(c8ccc(C(F)(F)F)cc8)C(C2)CCC2C1(CCC)N1(C(C(=O)[OH])CCC1),3.963748857,-202.5888705,-104.9380242,0,35
B(c1c(F)c(F)c(C(F)(F)F)c(F)c1(F))(c1c(F)c(F)c(C(F)(F)F)c(F)c1(F))c1nc(c8c(C)cc(C)cc8(C))sn1,2.586290034,-195.7232971,-134.645704,0,42
B(c1c(F)c(Cl)c(F)c(Cl)c1(F))(c1c(F)c(Cl)c(F)c(Cl)c1(F))C1C(c8c(F)cc(F)cc8(F))CC([Si](C)(C)C)N1(Cl),2.655046096,-201.0986132,-123.1800656,0,40
B(c1ccc(F)cc1)(c1ccc(F)cc1)c1c(c8ccccc8)cccc1C=C(c8ccccc8)N(c6ccc(OC)cc6)(c6ccc(OC)cc6),4.558059094,-201.5885048,-92.62110113,0,35
B(c1c(F)cc(F)cc1(F))(c1c(F)cc(F)cc1(F))C1C(c8ccccc8)CCC(C(=O)OCC)C1N(C=CN(C)C)(C=CN(C)C),2.836505189,-215.6856962,-102.5956289,0,36
B(c1cc([N+](=O)([O-]))ccc1)(c1cc([N+](=O)([O-]))ccc1)C1C(c8c(F)cc(F)cc8(F))NCC(c8ccccc8)N1(CCCC),2.720936874,-209.5925166,-107.5150855,0,39
B(CC(C)(C)C)(CC(C)(C)C)C(CCC)CC(OC)N([Si](C)(C)C)([Si](C)(C)C),5.116001007,-217.0634335,-63.86642813,0,19
B(c1c(F)c(F)c(F)c(F)c1(F))(c1c(F)c(F)c(F)c(F)c1(F))c1c([O][H])ccc(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)n1,2.551985684,-179.5164082,-133.9871147,0,42
B(c1ccc(Br)cc1)(c1ccc(Br)cc1)C(CCC)=CC(C(F)(F)F)N(c3c(N(C)C)cccc3)(c3c(N(C)C)cccc3),3.943134168,-200.086818,-100.9570655,0,25
B(c1c(C)c(C)c(C)c(C)c1(C))(c1c(C)c(C)c(C)c(C)c1(C))c4c(c8cc(C(F)(F)F)cc(C(F)(F)F)c8)ccc(c34)ccc(c23)ccc(c12)ccc(c8ccc(C)cc8)n1,3.24945902,-227.3599747,-73.89363585,0,61
B(c1ccc(C)s1)(c1ccc(C)s1)C1C(c8cc(C(F)(F)F)cc(C(F)(F)F)c8)CC2CCCC(CC(C)CC)N12,2.623464926,-222.0340407,-87.50614505,0,40
B1(ccscc1)c1c(c7ccc(N(C)C)cc7)ccc(c12)Nc(c23)ccc(c8c(F)cc(F)cc8(F))c3N1(CCCCCCC1),3.752875422,-218.3824175,-64.25254511,0,37
B1(OCCCO1)c1c(c8ccc([N+](=O)([O-]))cc8)cc(c6c(OC)cccc6(OC))N1(c7c(C)cc(C)cc7(C)),2.584866768,-191.6731385,-66.85019143,0,29
B1(N(c6c(F)c(F)c(F)c(F)c6(F))C(C)=C(C)N1(c5c(F)c(F)c(F)c(F)c5(F)))C1C(CCCC)c2cccc(c8cc(C(F)(F)F)cc(C(F)(F)F)c8)c2N1(C(C)C),2.655207263,-199.1967693,-107.9730674,0,55
B(c1c(Br)cc(Br)cc1(Br))(c1c(Br)cc(Br)cc1(Br))c1c(c8ccc([N+](=O)([O-]))cc8)c2cc([H])cnc2N1,2.623387638,-169.4458721,-123.7973724,0,36
B(c1c(Br)c(Br)cc(Br)c1(Br))(c1c(Br)c(Br)cc(Br)c1(Br))C(C)C1CCCC(CC(C)CC)N1(C=CC(C)(C)C),4.110130379,-207.6664435,-112.1213844,0,33
B(c1c(Cl)c(Cl)ccc1(Cl))(c1c(Cl)c(Cl)ccc1(Cl))N2C(C)CCN(CCC1(c8ccc(C(F)(F)F)cc8))C2C1N(C)(C),3.286595981,-209.3216498,-80.95955117,0,24
B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1(Cl))(c1c(Cl)c(Cl)c(Cl)c(Cl)c1(Cl))c1c(c8cc(C(F)(F)F)cc(C(F)(F)F)c8)ccc(Br)n1,2.510505708,-197.6340491,-130.6325909,0,43
B(C=C(C(=O)OC))(C=C(C(=O)OC))c1c(CCC)Sc(Br)n1,2.578639876,-199.8355382,-105.3370782,0,21
B(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1c2c(c8ccc(C(F)(F)F)cc8)cncc2c(c8ccc(C)cc8)N1(c4ccc(c2ccc(s2)c3ccccc3)cc4),2.684257152,-178.871799,-87.27755469,0,42
B(CCc1ccccc1)(CCc1ccccc1)C(CCC)Cc1ccc2ccccc2c1c3c4ccccc4ccc3CC(C(=O)OCC)N(CC)(CC),7.258849334,-215.5174334,-75.79835437,0,49
B1(ccscc1)c1c(c8ccccc8)c2cccc(c6c(OC)cccc6(OC))c2N1(c6ccc(Cl)cc6),2.668797328,-201.0349684,-74.20032314,0,30
B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1(Cl))(c1c(Cl)c(Cl)c(Cl)c(Cl)c1(Cl))C1C(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)c2cccc(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)c2N1,2.647121144,-177.4437503,-131.4355604,0,57
B(c1c(Br)cccc1(Br))(c1c(Br)cccc1(Br))c1c(CC)ccc(c12)Oc(c23)ccc(c8ccccc8)c3N1(CCC2(OCCO2)CC1),3.429561577,-206.6443098,-96.59303277,0,38
B1(cc1)C2N=C(C(C)C)C(C12)=C(c8ccc([N+](=O)([O-]))cc8)CN1(c5ccc(F)cc5),2.31183529,-217.21899,-95.71453201,0,4
B1(OccO1)Cc1c(C(C)C)ccc(S(=[O])(=[O])[O]CC)n1,3.489140969,-211.5181194,-76.05903401,0,20
B(Br)(Br)Cc1c(c8ccc([N+](=O)([O-]))cc8)ccc(N)n1,3.13636752,-205.1056906,-119.7916752,0,19
B(c1c(OC)cccc1(OC))(c1c(OC)cccc1(OC))C(Br)CCC(c8ccc([N+](=O)([O-]))cc8)N(CCN(C)C)(CCN(C)C),5.114405066,-220.6367806,-88.61631935,0,35
B(c1c(Cl)cccc1(Cl))(c1c(Cl)cccc1(Cl))C1C(c8c(C)cc(C)cc8(C))CCC(C(C)(C)C)C1N1(COCC1),3.572078373,-213.1885347,-88.28080174,0,36
B(c1c(F)c(F)cc(F)c1(F))(c1c(F)c(F)cc(F)c1(F))c1c(N)cn(OC)n1,2.563213932,-197.9831177,-103.2952046,0,28
B(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)N(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)N(CC(C)CC)N(C=C(C(=O)CC))(C=C(C(=O)CC)),2.684742196,-182.6792061,-116.1868333,0,29
B(C#C(c1ccccc1))(C#C(c1ccccc1))c1c(C(=O)OCC)N1,2.300906397,-215.3145414,-95.78374586,0,24
B(c1cc(Cl)cc(Cl)c1)(c1cc(Cl)cc(Cl)c1)N2C(Cl)CN(CC1(c8c(C)cc(C)cc8(C)))C2=N1,3.131129799,-222.3497174,-102.0882279,0,34
B(C)(C)c1c(C(C)(C)C)ccc(CCC)c1N(c4ccc(c2ccccc2)cc4)(c4ccc(c2ccccc2)cc4),2.77407853,-205.4317123,-63.42450538,0,16
B(c1c(F)cccc1(F))(c1c(F)cccc1(F))C(c8c(F)cc(F)cc8(F))Cc1ccc2ccccc2c1c3c4ccccc4ccc3CC(N)N1(CC1),7.39926349,-209.3094655,-100.8388294,0,50
B(c1ccccc1)(c1ccccc1)N2C([H])CCC(CCC1(C(C)C))C2=N1,2.833358378,-232.6180251,-68.20550519,0,25
B(c1ccc(C)cc1)(c1ccc(C)cc1)N1C(C(C)(C)C)COC(NC)N1(c4ccccc4),2.623506465,-195.6750156,-64.63836447,0,26
B(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(c7ccc(N(C)C)cc7)cc(Cl)N1(CCC),2.64827455,-174.1974819,-111.2535487,0,43
B(c1cc(F)ccc1)(c1cc(F)ccc1)C1N=C(C(=O)OCC)N=n1,2.523961159,-197.9451824,-110.8426324,0,23
B1(OccO1)C([O][H])CCC(CC(C)(C)C)N1(CSCC1),6.469279475,-205.4820396,-64.04842121,0,15
B(C(C)(C)C)(C(C)(C)C)c1c(c6c(OC)cccc6(OC))ccc(c12)C(=O)c(c23)ccc(OC)c3N(c6ccc(Br)cc6)(c6ccc(Br)cc6),3.523197969,-199.2965128,-75.69624088,0,35
B(c1c(Cl)c(Cl)cc(Cl)c1(Cl))(c1c(Cl)c(Cl)cc(Cl)c1(Cl))C1(CC)C(C2)CCC2C1(NC)N1(CCCCC1),2.730344246,-217.5478935,-95.1891381,0,30
B(C=CCCCC)(C=CCCCC)C(c8c(F)cc(F)cc8(F))=CC(c8c(F)cc(F)cc8(F))N1(C(C(=O)[OH])CCCC1),4.619741301,-212.4517265,-96.67215752,0,34
B(C=C(C(=O)OC))(C=C(C(=O)OC))c1onc(C(C)(C)C)n1,2.599035794,-200.9627558,-109.4448725,0,21
B(c1c(OC)cccc1)(c1c(OC)cccc1)C(Br)(S(=[O])(=[O])[O]CC)N(C=CC(C)(C)C)(C=CC(C)(C)C),2.63223064,-202.6502719,-96.6192229,0,25
B(c1ccc(C)cc1)(c1ccc(C)cc1)C(Br)C1CCCC(c8ccc([N+](=O)([O-]))cc8)N1,4.002789678,-206.4672058,-96.07034121,0,31
B1(OccO1)c1c(c8c(C)cc(C)cc8(C))c2cc(CC)cnc2N1(C=CCCCC),2.670247116,-187.8225526,-61.98934685,0,24
B(CC)(CC)c1c(CC(C)CC)cc(C)N1(c5c(F)cccc5),2.596937238,-187.2752743,-63.43086187,0,15
B1(C([Si](C)(C)C)=C1([Si](C)(C)C))c1c(C)cnc(OC)n1,2.465077447,-228.9896885,-77.81006274,0,19
B(C=CC(C)C)(C=CC(C)C)C4(F)C1c2ccccc2C(c3ccccc13)C4(c8ccccc8)N(c4ccc([N+](=O)([O-]))cc4)(c4ccc([N+](=O)([O-]))cc4),2.902809172,-197.1793546,-89.94848989,0,34
B(c1c(C)c(C)c(C)c(C)c1(C))(c1c(C)c(C)c(C)c(C)c1(C))c1c(C(F)(F)F)c2cc([H])cnc2N1(c7cc2ccccc2cc7),2.61480454,-181.5253874,-79.86714252,0,35
B(Br)(Br)N1c(Cl)nc(S(=[O])(=[O])[O]CC)n1,2.58459747,-173.2056,-142.5951784,0,14
B(Br)(Br)C1C(NC)CCC(c8ccc(C(F)(F)F)cc8)C1N(C)(C),3.043248669,-198.4777462,-112.5243164,0,21
B(c1c(F)cc(Cl)cc1(F))(c1c(F)cc(Cl)cc1(F))c1c(CCC)ccc(c12)C(=O)c(c23)ccc(NC)c3N(c3cc(N(C)C)ccc3)(c3cc(N(C)C)ccc3),3.277114736,-209.1735375,-83.68278591,0,38
B(c1c(F)c(F)cc(F)c1(F))(c1c(F)c(F)cc(F)c1(F))c2c(c6c(OC)cccc6(OC))ccnc2c1cccc(c8c(C)cc(C)cc8(C))n1,3.90879929,-236.7039949,-106.4675095,0,35
B(C)(C)C(C(=O)OCC)Cc1ccc2ccccc2c1c3c4ccccc4ccc3CC(c8ccc(C)cc8)N1(CCCN2CCCNC12),4.400618612,-236.4655461,-77.56459383,0,47
B(Br)(Br)C1C(C)CCC2CCCC(C(F)(F)F)N12,2.660009355,-193.5529748,-116.1345548,0,17
B(C(c1c(F)c(F)c(F)c(F)c1(F))=Cc1ccccc1)(C(c1c(F)c(F)c(F)c(F)c1(F))=Cc1ccccc1)c2c(N)ccc(c23)ccccc(c13)ccc(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)c1N(C=CN(C)C)(C=CN(C)C),2.963800903,-197.3324518,-100.9570835,0,41
B(c1ccc(C)s1)(c1ccc(C)s1)c1c(NC)Nc(CC(C)CC)n1,2.619457022,-239.2322307,-70.54998049,0,24
B(CC(c1c(F)c(F)c(F)c(F)c1(F)))(CC(c1c(F)c(F)c(F)c(F)c1(F)))c1c(N)ccc(c12)Sc(c23)ccc(N)c3N(c5c(F)c(F)c(F)c(F)c5(F))(c5c(F)c(F)c(F)c(F)c5(F)),2.821854194,-189.0693814,-103.6809434,0,29
B(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)C1CCc2cccc(C)c2N1,3.992956705,-178.1012879,-152.3072148,0,30
B(C(c1c(F)c(F)c(F)c(F)c1(F))(c1c(F)c(F)c(F)c(F)c1(F))c1c(F)c(F)c(F)c(F)c1(F))(C(c1c(F)c(F)c(F)c(F)c1(F))(c1c(F)c(F)c(F)c(F)c1(F))c1c(F)c(F)c(F)c(F)c1(F))n1c(c8ccc(C(F)(F)F)cc8)cc(=O)c(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)n1,2.40154189,-161.5184337,-155.2073093,0,98
B1(C2CCC1CCC2)c1c(c8cc(C(F)(F)F)cc(C(F)(F)F)c8)cc(OC)N1(CC(C)(C)(C)),2.646140249,-175.3913046,-82.39820282,0,28
B(c1c(F)c(F)c(C(F)(F)F)c(F)c1(F))(c1c(F)c(F)c(C(F)(F)F)c(F)c1(F))c1c(OC)ccc([Si](C)(C)C)c1n1(c2ncccc2cc1),2.903811781,-161.899289,-125.4311276,0,41
B(c1cc(Cl)ccc1)(c1cc(Cl)ccc1)c1c(Cl)ccc(c12)Cc(c23)ccc(c6c(OC)cccc6(OC))c3N(c6ccc(OC)cc6)(c6ccc(OC)cc6),3.179309711,-212.472296,-81.77413774,0,39
B(C=CCCCC)(C=CCCCC)C(c1c(c7ccc(N(C)C)cc7)cccc1)=C(c1ccccc1(Cl))N1(CSCC1),4.114938322,-199.4159983,-70.14122136,0,37
B(c1c(F)c(F)c(C(F)(F)F)c(F)c1(F))(c1c(F)c(F)c(C(F)(F)F)c(F)c1(F))Oc1c(CCC)ccc(C(C)(C)C)n1,2.992471261,-196.474919,-116.9548707,0,42
B1(Oc2ccccc2O1)C(C(C)(C)C)C1CCCC(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)N1,3.155705976,-197.2586418,-74.92925609,0,32
B(c1c(N(C)C)cccc1(N(C)C))(c1c(N(C)C)cccc1(N(C)C))C1C(c8ccccc8)CC(NC)N1(CC),2.528629532,-236.4624303,-66.4493693,0,37
B(c1cc(F)cc(F)c1)(c1cc(F)cc(F)c1)C(c8c(C)cc(C)cc8(C))C1CCCC(C(C)C)N1,4.031824592,-215.5497,-96.18535321,0,35
B(CCC)(CCC)N2C([Si](C)(C)C)CCP(CCC1(c8ccc(C(F)(F)F)cc8))C2N1,4.891673556,-211.3985911,-55.01196865,0,30
B(c1ccc(C)s1)(c1ccc(C)s1)Oc1c(c6c(OC)cccc6(OC))ccc(Br)n1,2.907351571,-214.3927136,-84.16347018,0,30
B1(C2CCC1CCC2)N1c(c8cc(C(F)(F)F)cc(C(F)(F)F)c8)cc(S(=[O])(=[O])[O]CC)n1,2.464985537,-193.6708795,-110.9848261,0,32
B(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1c(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)ccc(c12)Nc(c23)ccc(C(F)(F)F)c3N1(C2CCC1(CC2)),3.48587841,-208.6469579,-81.55441004,0,47
B1(ccscc1)c1c(C(C)C)nnN1(c4c(C)cccc4(C)),2.673096338,-173.2072504,-77.81595129,0,13
B(c1cc(Cl)ccc1)(c1cc(Cl)ccc1)c1c(c8cc(C(F)(F)F)cc(C(F)(F)F)c8)ccc(c12)C(=O)c(c23)ccc(c8ccc(C(F)(F)F)cc8)c3N(C(C)C)(C(C)C),4.207447747,-199.1586003,-99.94867373,0,53
B(c1ccc(F)cc1)(c1ccc(F)cc1)N1c(c8c(C)cc(C)cc8(C))nc(c6c(OC)cccc6(OC))n1,2.480108429,-225.05428,-95.27994173,0,38
B(c1c(C(F)(F)F)cc(C(F)(F)F)cc1(C(F)(F)F))(c1c(C(F)(F)F)cc(C(F)(F)F)cc1(C(F)(F)F))Nc1c(CC(C)(C)C)cn(CC(C)CC)n1,3.12605432,-202.1809004,-97.98621211,0,52
B(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)Oc1c([H])ccc(C(C)(C)C)n1,3.677913351,-192.1658748,-131.7829364,0,25
B(C=C(C(=O)OC))(C=C(C(=O)OC))C(c8ccc(C(F)(F)F)cc8)CC(N)N1(CCC2(OCCO2)CC1),4.678113504,-209.1434759,-108.1445473,0,26
B(C=CCCCC)(C=CCCCC)C1C(c8ccc(C(F)(F)F)cc8)CCC(c8ccc(C)cc8)C1N1(C(C(=O)[OH])CC1),3.468557114,-199.0592473,-78.84384786,0,36
B(C=CC(C)(C)C)(C=CC(C)(C)C)c3c1c(CCC)cccc1ccc2cccc([O][H])c2c3N1(CC1),3.963132239,-215.8046283,-67.33262705,0,33
B(c1cc(F)cc(Cl)c1)(c1cc(F)cc(Cl)c1)C1C(C(=O)OCC)NCC([H])N1(C),2.571488262,-208.8288455,-106.954186,0,27
B1(C([Si](C)(C)C)=C1([Si](C)(C)C))c1c(F)cnc(c8ccc(C)cc8)n1,2.509214764,-227.6535487,-87.64273556,0,24
B1(C([Si](C)(C)C)=C1([Si](C)(C)C))C1N2C(OC)COC2=C(c8c(F)cc(F)cc8(F))N1(c4ccc([N+](=O)([O-]))cc4),2.689677477,-198.8302637,-97.58445523,0,29
B(c1c(Br)cc(Br)cc1(Br))(c1c(Br)cc(Br)cc1(Br))C1C(c7ccc(N(C)C)cc7)N=NN1,2.687529538,-191.4928411,-117.0427758,0,32
B(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(C(C)(C)C)C(=C(S(=[O])(=[O])[O]CC))N(c5c(F)c(F)c(F)c(F)c5(F))(c5c(F)c(F)c(F)c(F)c5(F)),3.648743132,-158.2002952,-168.2983561,0,40
B(c1ccc(N(C)C)cc1)(c1ccc(N(C)C)cc1)N1C(c8ccc([N+](=O)([O-]))cc8)CC(CC)N1(c3cc(N(C)C)ccc3),2.422920209,-213.7641179,-72.60991377,0,34
B(c1c(N(C)C)cccc1(N(C)C))(c1c(N(C)C)cccc1(N(C)C))c1c(c8ccc([N+](=O)([O-]))cc8)cccc1N=C(c8c(F)cc(F)cc8(F))N1(C(C(=O)[OH])CSC1(C)(C)),2.785785313,-226.6125371,-74.45616038,0,40
B1(OccO1)c1c(C)ccc(c12)Oc(c23)ccc(CCC)c3n1(ccc(=O)cc1),3.034619235,-169.2531367,-54.92764026,0,22
B1(ccscc1)N2C(Br)CCP(CCC1(CC(C)(C)C))C2N1,3.248315023,-203.6492845,-69.66736896,0,21
B1(c2ccccc2c3ccccc31)C(=C([Si](C)(C)C)C(S(=[O])(=[O])[O]CC))N(C)(C),2.657061875,-220.4932187,-87.46672927,0,26
B(c1c(Br)cc(Br)cc1(Br))(c1c(Br)cc(Br)cc1(Br))c1c(c8ccccc8)c2cc(OC)cnc2N1,2.631071858,-179.426616,-115.0562542,0,35
B1(N(c2ccccc2)C(C)=C(C)N1(c3ccccc3))C1C(c8cc(C(F)(F)F)cc(C(F)(F)F)c8)CC(c8ccc([N+](=O)([O-]))cc8)N1(C9CCCC9),2.666466808,-215.7523794,-85.12045489,0,46
B(c1c(F)ccc(F)c1(F))(c1c(F)ccc(F)c1(F))c1c([Si](C)(C)C)cnc(c6c(OC)cccc6(OC))n1,2.520931423,-231.9488628,-107.195457,0,38
B(c1cc([N+](=O)([O-]))ccc1)(c1cc([N+](=O)([O-]))ccc1)c1c(N)cccc1c2cccc(c8ccc(C(F)(F)F)cc8)c2N(C)(C),2.911056463,-205.3021766,-104.565705,0,42
B1(C([Si](C)(C)C)=C1([Si](C)(C)C))C1C(c8ccc(C)cc8)CCC(c8c(C)cc(C)cc8(C))C1N(C=CN(C)C)(C=CN(C)C),3.544504151,-229.2881583,-72.75731014,0,33
B(CC(C)(C)C)(CC(C)(C)C)C1C(c8c(F)cc(F)cc8(F))N=NN1,2.568671715,-188.0824734,-81.38800322,0,24
B(C(c1c(F)c(F)c(F)c(F)c1(F))=Cc1ccccc1)(C(c1c(F)c(F)c(F)c(F)c1(F))=Cc1ccccc1)c1nc(c6c(OC)cccc6(OC))on1,2.563780322,-206.9288453,-108.8601373,0,53
B(c1c(Br)cc(Br)cc1(Br))(c1c(Br)cc(Br)cc1(Br))N1C(Br)CC(Cl)N1,2.524729887,-176.6839445,-121.1425301,0,25
B(C=C(C(=O)CC))(C=C(C(=O)CC))N2C(CCCC)CCP(CCC1(c8c(C)cc(C)cc8(C)))C2N1([Si](C)(C)C),3.005248592,-218.204583,-71.19546447,0,35
B(C(C)(C)C)(C(C)(C)C)C1C(CC(C)CC)Cc2cccc(OC)c2N1,2.501236052,-214.614345,-71.73407163,0,25
B(c1cc(F)cc(Cl)c1)(c1cc(F)cc(Cl)c1)C1C([H])c2cccc([Si](C)(C)C)c2N1,2.583623558,-207.5154757,-108.1391369,0,29
B(c1c(C(F)(F)F)cc(C(F)(F)F)cc1(C(F)(F)F))(c1c(C(F)(F)F)cc(C(F)(F)F)cc1(C(F)(F)F))c1c(OC)cc(c23)ccc2cc(Cl)c(c13)n1(cncc1),3.167660848,-160.2546088,-116.3743286,0,52
B(c1c(Br)cc(Br)cc1(Br))(c1c(Br)cc(Br)cc1(Br))N1C(CCCC)CCC(F)N1(C(C)(C)C),2.501887885,-195.1056819,-87.80852137,0,29
B1(cc(c2ccccc2)ccc(c3ccccc3)c1)C1C(c8cc(C(F)(F)F)cc(C(F)(F)F)c8)CC(S(=[O])(=[O])[O]CC)CN1,2.540630735,-208.1239081,-84.47545802,0,44
B(c1ccc(F)cc1)(c1ccc(F)cc1)N2C(Cl)CCP(CCC1(S(=[O])(=[O])[O]CC))C2=N1,2.844598441,-222.6770774,-98.0377248,0,31
B(c1cc([N+](=O)([O-]))ccc1)(c1cc([N+](=O)([O-]))ccc1)C(c8ccc(C(F)(F)F)cc8)=CC(c8cc(C(F)(F)F)cc(C(F)(F)F)c8)N(C=C(C(=O)CC))(C=C(C(=O)CC)),4.945568571,-170.9380789,-126.2075893,0,46
B(c1c(Cl)cc(Cl)cc1(Cl))(c1c(Cl)cc(Cl)cc1(Cl))N1C(C(C)C)CC(C)N1,2.454478969,-203.9178951,-83.80376813,0,27
B1(Sc2ccccc2S1)c1c(CCCC)c2cc(N)cnc2N1(CCC),2.626206308,-195.9053392,-92.10488897,0,22
B(c1ccccc1)(c1ccccc1)C1C(c8ccccc8)NCC(c8ccccc8)N1,2.504425533,-218.3493317,-85.11566334,0,30
B(c1c(C)cc(C)cc1(C))(c1c(C)cc(C)cc1(C))c1c(CC(C)(C)C)Sc(N)n1,2.508775462,-226.1608308,-71.33723179,0,29
B(c1c(F)c(F)c(Cl)c(F)c1(F))(c1c(F)c(F)c(Cl)c(F)c1(F))C1([H])CC1(NC)N(C=CC(C)(C)C)(C=CC(C)(C)C),3.059069535,-199.1185733,-114.8165305,0,28
B(c1c(F)cc(F)cc1(F))(c1c(F)cc(F)cc1(F))c1c(c8c(F)cc(F)cc8(F))nnN1(C9CCCC9),2.639332349,-158.6637132,-113.2369874,0,32
B(C=C(C(=O)C(F)(F)F))(C=C(C(=O)C(F)(F)F))C1C(OC)CC(c8ccccc8)CN1(C1C(C2)CCC2C1),2.607715084,-201.793657,-111.1058228,0,30
B(c1c(C)cccc1(C))(c1c(C)cccc1(C))C1C([Si](C)(C)C)N=NN1(c4ccc(c2ccc(C(=O)[OH])cc2)cc4),2.623648349,-197.4914092,-82.82339656,0,25
B(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1c(S(=[O])(=[O])[O]CC)cc(c8ccccc8)N1(c7c(C)cc(C)cc7(C)),2.741509384,-181.0168606,-86.45903633,0,33
B(C#C)(C#C)C(c1c(c8ccc(C)cc8)cccc1)=C(c1ccccc1(C(C)C))N(C(C)(C)C)(C(C)(C)C),4.086892122,-214.2335345,-69.99609315,0,29
B(C=C(C(=O)))(C=C(C(=O)))C1(c8ccc(C)cc8)CCC1([Si](C)(C)C)N1(CCCC1),3.835035725,-218.7651849,-99.63993688,0,24
B(CC)(CC)c1c([H])c(=O)cc(CC(C)CC)N1(C1C(C2)CCC2C1),2.629084759,-187.2522075,-72.34729278,0,16
B1(OCCCO1)C(C(=O)OCC)Cc1ccc2ccccc2c1c3c4ccccc4ccc3CC(C(C)(C)C)N1(CCCCCC1),8.066614307,-220.0845716,-58.26337674,0,39
B1(N(C)CCN1(C))c1c(CC(C)CC)ccc(c12)Cc(c23)ccc(Cl)c3N([Si](C)(C)C)([Si](C)(C)C),3.356359564,-224.9090748,-37.50461207,0,26
B(c1ccc(F)cc1)(c1ccc(F)cc1)C1(C(C)(C)C)CCC1(c7ccc(N(C)C)cc7)n1(C(C)(C)CCc2ccccc12),3.030519978,-215.8343703,-79.39579696,0,32
B(c1c(Br)c(Br)c(Br)c(Br)c1(Br))(c1c(Br)c(Br)c(Br)c(Br)c1(Br))N1C(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)COC(S(=[O])(=[O])[O]CC)N1,2.521657572,-163.6195475,-118.5331154,0,47
B(C#C)(C#C)N1c(C(=O)OCC)nc(c8c(C)cc(C)cc8(C))n1,2.538302452,-211.5666884,-90.9511692,0,23
